Name,Specialisation,City,Hospital/Clinic,Experience,Padma_Vibhushan,Padma_Bhushan,Padma_Shri,Dhanvantari_Award,BC_Roy_National_Award,Other_Awards
Dr Naveen Palla,Orthopaedic and Joint Replacement Surgeon, Visakhapatnam," Apollo Hospital, Vizag",12,0,0,0,0,0,9
Dr. Samir Puri,Cardiac Surgeon, New Delhi,,12,0,0,0,0,0,2
Dr. Vipin Kumar,Neurosurgeon, New Delhi, Saroj Super Speciality Hospital,12,0,0,0,0,0,10
Dr. Somnath Prasad Jena,Neurosurgeon, Bhubaneswar,,13,0,0,0,0,0,7
Dr. Somnath Prasad Jena,Neurosurgeon, Bhubaneswar," AMRI Hospitals, Bhubaneswar",13,0,0,0,0,0,4
Dr Kanniraj Marimuthu,Orthopaedic and Joint Replacement Surgeon, Chennai," Apollo Specialty Hospitals, Vanagaram",13,0,0,0,0,0,10
Dr. Lakhsmi Srinivasan,Gynaecologist and Obstetrician, Chennai,", Infertility Specialist",0,0,0,0,0,0,3
Dr S. Arumugam ,Orthopaedic and Joint Replacement Surgeon, Chennai,Hip Surgery,0,0,0,0,0,0,9
Dr. Deepanjan Dey,Cosmetic Surgeon, Kolkata," Ruby General Hospital, Kolkata",13,0,0,0,0,0,5
Dr. Vivek Aggarwal,Surgical Oncologist, New Delhi," BLK Super Speciality Hospital, New Delhi",15,0,0,0,0,0,8
Dr. Latika Bhalla,General Paediatrician, New Delhi," Apollo Spectra Hospital, New Delhi",27,0,0,0,0,0,5
Dr. Sudhakar Kasinathan,Neurosurgeon, Chennai," Fortis Hospital, Vadapalani",18,0,0,0,0,0,7
Dr Puneet Dargan,Surgical Gastroenterologist, Chennai,Liver Transplant Surgeon,18,0,0,0,0,0,1
Dr M Dinakaran,Non Invasive Cardiologist, Chennai," Prashanth Multi Speciality Hospital, Chennai",0,0,0,0,0,0,3
Dr S. Suresh,Surgical Gastroenterologist, Chennai,Advanced Laparoscopic,0,0,0,0,0,0,8
Dr S. Dilip Chand Raja,Orthopaedic and Joint Replacement Surgeon, Chennai," Fortis Hospital, Vadapalani",17,0,0,0,0,0,2
Dr. Ashish Rai,Cosmetic Surgeon, Noida," Jaypee Hospital, Noida",18,0,0,0,0,0,6
Dr. Krishna Kumar Thakkar,Ophthalmologist, Bangalore,,17,0,0,0,0,0,7
Dr. Rajiv Aggarwal,General Paediatrician, Bangalore," Narayana Multispeciality Hospital, Bangalore",18,0,0,0,0,0,10
Dr Usha Todadri,Gynaecologist and Obstetrician, Chennai,", Infertility Specialist",0,0,0,0,0,0,3
Dr. Pramod Kumar,Interventional Cardiologist, Hyderabad," Yashoda Hospitals, Hyderabad",17,0,0,0,0,0,2
Dr Jayant Arora ,Orthopaedic and Joint Replacement Surgeon, Gurgaon,Hip Surgery,0,0,0,0,0,0,3
Dr. Amit Kumar Shridhar,Spine Surgeon, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",15,0,0,0,0,0,10
Dr. J. Kannan,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",18,0,0,0,0,0,8
Dr. Rajah V Koppala,Vascular Surgeon, Chennai," Apollo Spectra Hospital, Chennai",23,0,0,0,0,0,1
Dr. Prasenjit Chatterjee,Interventional Radiologist, Kolkata," AMRI Hospitals, Saltlake",27,0,0,0,0,0,7
Dr. Gurvinder Singh Sawhney,Orthopaedic and Joint Replacement Surgeon, Mumbai,Knee Surgery,0,0,0,0,0,0,5
Dr. J  Lakshmikanth,Orthopaedic and Joint Replacement Surgeon, Bangalore,,25,0,0,0,0,0,5
Dr Ashok Kumar Dutta,Neonatologist, Noida," Sharda Hospital, Greater Noida",45,0,0,0,0,0,7
Dr. Ritu Hinduja,Gynaecologist and Obstetrician, Mumbai,", IVF Specialist",0,0,0,0,0,0,1
Dr. Gururaj M,Spine Surgeon, New Delhi,  ,13,0,0,0,0,0,8
Dr. Sayan Das,Ophthalmologist, Kolkata,Cataract Surgeon,0,0,0,0,0,0,9
Dr. Ravi S. Batra,Dentist, Gurgaon," Fortis Memorial Research Institute, Gurgaon",17,0,0,0,0,0,3
Dr. Ratnadip Bose,Neurosurgeon, Gurgaon,", Spine Surgeon",0,0,0,0,0,0,1
Dr. Jayesh Bhaskaran,Cardiology, Kerala,", Interventional Cardiologist",0,0,0,0,0,0,9
Dr S Balamurugan,Neurosurgeon, Chennai," Apollo First Med Hospitals, Kilpauk",12,0,0,0,0,0,2
Dr. B R Bagaria,Orthopaedic and Joint Replacement Surgeon, Jaipur," Manipal Hospital, Jaipur",12,0,0,0,0,0,3
Dr. Namit Nitharwal,Spine Surgeon, Jaipur," Manipal Hospital, Jaipur",12,0,0,0,0,0,3
Dr Durga Devi,Interventional Cardiologist, Chennai,", Pediatric Cardiologist",0,0,0,0,0,0,7
Dr K.V. Karthikeyan,Neurosurgeon, Chennai," Prashanth Multi Speciality Hospital, Chennai",0,0,0,0,0,0,9
Dr Jignesh Gandhi,Medical Gastroenterologist, Mumbai," Global Hospitals, Mumbai",12,0,0,0,0,0,7
Dr. Rajkumar Shah,Gynaecologist and Obstetrician, Mumbai," Nanavati Super Specialty Hospital, Mumbai",36,0,0,0,0,0,7
Dr. Anusha D ,Neurologist, Chennai,", Paediatric Neurologist",0,0,0,0,0,0,4
Dr. Sarita Sabharwal,Gynaecologist and Obstetrician, New Delhi,,27,0,0,0,0,0,8
Dr. Veerabhadra Guptha K,Nephrologist, Bangalore,,16,0,0,0,0,0,6
Dr. Swaroop Gopal,Neurosurgeon, Bangalore," Sakra World Hospital, Bangalore",20,0,0,0,0,0,8
Dr. Manish Hinduja,Cardiac Surgeon, Mumbai," Fortis Hospital, Mulund, Mumbai",13,0,0,0,0,0,5
Dr. Manjula H M,Gynaecologist and Obstetrician, Bangalore," Narayana Multispeciality Hospital, Bangalore",20,0,0,0,0,0,10
Dr. Pankaj Gupta ,Endourologist, Kolkata,", Urologist",0,0,0,0,0,0,7
Dr. Meenu Handa,IVF Specialist, Gurgaon,Infertility Specialist,0,0,0,0,0,0,3
Dr. Gurappa Shetty Gojanur,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",18,0,0,0,0,0,7
Dr. Narendra Singh Choudhary,Liver Transplant Surgeon, Gurgaon," Medanta - The Medicity, Gurgaon",14,0,0,0,0,0,5
Dr. Somnath Chattopadhyay,General Surgeon, Mumbai," Kokilaben Dhirubhai Ambani Hospital, Mumbai",14,0,0,0,0,0,1
Dr. Jijo V. Cherian,Medical Gastroenterologist, Kerala,", Surgical Gastroenterologist",0,0,0,0,0,0,2
Dr. Shailendra Goel,Urologist and Andrologist, Ghaziabad," Max Super Speciality Hospital, Vaishali",21,0,0,0,0,0,1
Dr Anil Prasad Bhatt ,Nephrologist, Noida,,10,0,0,0,0,0,10
Dr. Meenu Handa,IVF Specialist, Gurgaon,Infertility Specialist,,0,0,0,0,0,4
Dr. Gurappa Shetty Gojanur,Interventional Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",18,0,0,0,0,0,9
Dr. Narendra Singh Choudhary,Liver Transplant Surgeon, Gurgaon," Medanta - The Medicity, Gurgaon",14,0,0,0,0,0,9
Dr. Somnath Chattopadhyay,General Surgeon, Mumbai," Kokilaben Dhirubhai Ambani Hospital, Mumbai",14,0,0,0,0,0,3
Dr. Jijo V. Cherian,Medical Gastroenterologist, Kerala,", Surgical Gastroenterologist",0,0,0,0,0,0,4
Dr. Shailendra Goel,Urologist and Andrologist, Ghaziabad," Max Super Speciality Hospital, Vaishali",21,0,0,0,0,0,8
Dr Anil Prasad Bhatt ,Nephrologist, Noida,,10,0,0,0,0,0,9
Dr. Sanjay Dhar,Orthopaedic and Joint Replacement Surgeon, Mumbai,Arthoscopy and Sports Medicine,10,0,0,0,0,0,4
Dr. GK Aggarwal,Orthopaedic and Joint Replacement Surgeon, New Delhi,Arthoscopy and Sports Medicine,10,0,0,0,0,0,9
Dr. AB Govindaraj,Orthopaedic and Joint Replacement Surgeon, Chennai," MGM Healthcare, Chennai",35,0,0,0,0,0,5
Dr. Barani Rathinavelu,Spine Surgeon, Chennai," Apollo Hospitals, Greams Road, Chennai",10,0,0,0,0,0,1
Dr. Inderdeep Singh,Orthopaedic and Joint Replacement Surgeon, Amritsar,Knee Surgery,0,0,0,0,0,0,1
Dr. Manish Jain,Psychiatrist, New Delhi," BLK Super Speciality Hospital, New Delhi",14,0,0,0,0,0,5
Dr. Puneet Dwevedi,Psychiatrist, Gurgaon," Fortis Memorial Research Institute, Gurgaon",17,0,0,0,0,0,9
Dr. Deepthi Bawa,IVF Specialist, Bangalore, Aster CMI Hospital (Hebbel) Bangalore,7,0,0,0,0,0,2
Dr. Murali Krishna ,Vascular Surgeon, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,14,0,0,0,0,0,6
Dr. Sukhdeep Singh,Cosmetic Surgeon, Gurgaon," Medanta - The Medicity, Gurgaon",13,0,0,0,0,0,6
Dr. Sansar C. Sharma,Orthopaedic and Joint Replacement Surgeon, Gurgaon,Arthoscopy and Sports Medicine,0,0,0,0,0,0,5
Dr. P. Padmakumar,Interventional Cardiologist, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,30,0,0,0,0,0,8
Dr. Shashidhar Pal,Interventional Cardiologist, Bangalore," Fortis Hospital, Bangalore (Bannerghatta Road)",25,0,0,0,0,0,1
Dr. Anil Raheja,Orthopaedic and Joint Replacement Surgeon, New Delhi," Apollo Spectra Hospital, New Delhi",23,0,0,0,0,0,1
Dr Santhosh Kumar,ENT Surgeon, Kerala ," Meitra Hospital, Kerala",15,0,0,0,0,0,4
Dr Naseer Ali,Endocrinologist, Kerala," Meitra Hospital, Kerala",13,0,0,0,0,0,9
Dr. Sunil Agrawala,Surgical Oncologist, Bhubaneswar," AMRI Hospitals, Bhubaneswar",11,0,0,0,0,0,5
Dr. Varsha Pai Dhungat ,Gynaecologist and Obstetrician, Mumbai,", Infertility Specialist",0,0,0,0,0,0,7
Dr. Naveen Reddy P,Orthopaedic and Joint Replacement Surgeon, Secunderabad,Hip Surgery,0,0,0,0,0,0,1
Dr. Sandhya Vasan   ,Gynaecologist and Obstetrician, Chennai,", IVF Specialist",0,0,0,0,0,0,2
Dr M Pravin ,Orthopaedic and Joint Replacement Surgeon, Chennai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,7
Dr Raj Kanna S,Orthopaedic and Joint Replacement Surgeon, Chennai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,3
DR TR Ashok,Orthopaedic and Joint Replacement Surgeon, Chennai,", Paediatric Orthopedecian",0,0,0,0,0,0,10
Dr Neha Gupta,Infertility Specialist, New Delhi, Mediworld IVF Center and Fertility,12,0,0,0,0,0,10
Dr. Vikas Mahajan,Surgical Oncologist, Chennai,Hepato-Pancreato-Biliary Surgeon,12,0,0,0,0,0,1
Dr. Madan Mohan Bansal,Urologist, Jaipur, Fortis Escorts Hospital Jaipur,37,0,0,0,0,0,2
Dr. Prashanth Rao,Medical Gastroenterologist, Mumbai," Global Hospitals, Mumbai",18,0,0,0,0,0,2
Dr. Deepak Krishnamurthy,Interventional Cardiologist, Bangalore," Sakra World Hospital, Bangalore",20,0,0,0,0,0,2
Dr. Uma Vaidyanathan,Gynaecologist and Obstetrician, New Delhi," Fortis Hospital, Shalimar Bagh, New Delhi",15,0,0,0,0,0,3
Dr. Dhara Shah,Neurologist, Mumbai," Fortis Hospital, Mulund, Mumbai",12,0,0,0,0,0,9
Dr. Raghuprasad Varma,Spine Surgeon, Mumbai," Fortis Hiranandani Hospital, Vashi",20,0,0,0,0,0,2
Dr Manas Chakraborty,Surgical Oncologist, Kolkata," Apollo Gleneagles Hospital, Kolkata",16,0,0,0,0,0,9
Dr. Meenakshi Gupta,Gynaecologist and Obstetrician, Faridabad," Fortis Escorts Hospital, Faridabad",15,0,0,0,0,0,1
Dr. Nimish Shah,Medical Gastroenterologist, Mumbai," Fortis Hospital, Mulund, Mumbai",13,0,0,0,0,0,8
Dr. Priyanka Parikh,General Paediatrician, Mumbai," Saifee Hospital, Mumbai",20,0,0,0,0,0,4
Dr. Sumeet Singhania,Pulmonologist, Mumbai," Kokilaben Dhirubhai Ambani Hospital, Mumbai",15,0,0,0,0,0,5
Dr. Alok Gupta,Advanced Laparoscopic, Minimal Access and Bariatric Surgeon,Advanced Laparoscopic,0,0,0,0,0,0,3
Dr S. Sathyamurthy,Surgical Gastroenterologist, Chennai," Vijaya Hospital, Chennai",33,0,0,0,0,0,5
Dr. Amarnath Reddy,Orthopaedic and Joint Replacement Surgeon, Bangalore," Narayana Multispeciality Hospital, Bangalore",18,0,0,0,0,0,2
Dr. Dayanand,Neurologist, Bangalore," Fortis Hospital, Bangalore (Bannerghatta Road)",23,0,0,0,0,0,4
Dr. Vidyasagar Ramappa,Medical Gastroenterologist, Bangalore,,12,0,0,0,0,0,6
Dr. Anshul Kumar Bhatnagar,Radiation Oncologist, New Delhi," Batra Hospital & Medical Research Centre, New Delhi",14,0,0,0,0,0,5
Dr. Roopesh Kumar,Neurosurgeon, Chennai," Apollo Proton Cancer Centre, Chennai",13,0,0,0,0,0,8
Dr. Sanjay Nagral,Surgical Gastroenterologist, Mumbai,Hepato-Pancreato-Biliary Surgeon,,0,0,0,0,0,2
Dr. (Prof) Deepu Banerji,Neurosurgeon, Mumbai," Jaslok Hospital, Mumbai",34,0,0,0,0,0,4
Dr. Pankaj Dawar,Neurosurgeon, Faridabad," Sarvodaya Hospital, Faridabad",5,0,0,0,0,0,3
Dr. Rajasekhar Reddy K,Neurologist, Hyderabad," Continental Hospitals, Hyderabad",24,0,0,0,0,0,7
Dr. Vijay Vohra,Anaesthetist, Gurgaon," Medanta - The Medicity, Gurgaon",35,0,0,0,0,0,7
Dr. Sonal Bansal,Dermatologist, Gurgaon," Fortis Memorial Research Institute, Gurgaon",10,0,0,0,0,0,3
Dr. Thiruvengita Prasad G,Orthopaedic Oncosurgeon, Chennai," Apollo Specialty Hospital, OMR",21,0,0,0,0,0,10
Dr. S.K. Kame,Spine Surgeon, New Delhi," Indian Spinal Injuries Center, New Delhi",55,0,0,0,0,0,1
Dr Ragesh Radhakrishnan Nair,Hematologist, Kerala,", Pediatric Hematologist",0,0,0,0,0,0,3
Dr. Sameer Ali P,Orthopaedic and Joint Replacement Surgeon, Kerala,Arthoscopy and Sports Medicine,0,0,0,0,0,0,1
Dr Manvinder Singh Sachdev,Pediatric Cardiologist, Gurgaon," Medanta - The Medicity, Gurgaon",18,0,0,0,0,0,2
Dr. Sharat Damodar,Pediatric Hematologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",20,0,0,0,0,0,8
Dr. Ashish Kumar Mishra,Hepato-Pancreato-Biliary Surgeon, Lucknow,", Liver Transplant Surgeon",0,0,0,0,0,0,8
Dr. Rahul Yadav,Urologist and Renal Transplant Specialist, Lucknow," Apollo Medics Super Speciality Hospital, Lucknow",15,0,0,0,0,0,3
Dr. Fred Williams,Endocrinologist, Bangalore," Columbia Asia Hospital, Bangalore(Whitefield)",17,0,0,0,0,0,2
Dr. Pawan Mehta,Urologist, New Delhi,", Urologist and Renal Transplant Specialist",0,0,0,0,0,0,7
Dr. Ashwini Kumar Myneni,Surgical Gastroenterologist, Hyderabad,,13,0,0,0,0,0,4
Dr. Nithya J,Gynaecologist and Obstetrician, Chennai," Apollo Specialty Hospital, OMR",13,0,0,0,0,0,2
Dr. Muruganandham K,Urologist, Chennai,  ,13,0,0,0,0,0,2
Dr. Sandeep Gupta,Orthopaedic and Joint Replacement Surgeon, Lucknow," Apollo Medics Super Speciality Hospital, Lucknow",20,0,0,0,0,0,7
Dr. Sunil Kumar Singh,Neurosurgeon, Lucknow," Apollo Medics Super Speciality Hospital, Lucknow",15,0,0,0,0,0,9
Dr R Sekhar ,Interventional Cardiologist, Mumbai," Kokilaben Dhirubhai Ambani Hospital, Mumbai",12,0,0,0,0,0,1
Dr. Ashok Khera,Interventional Cardiologist, New Delhi," Fortis Escorts Heart Institute, New Delhi",19,0,0,0,0,0,10
Dr. Keyur C Shah,Neurologist, Mumbai," Nanavati Super Specialty Hospital, Mumbai",37,0,0,0,0,0,6
Dr. Sarita Bhalerao,Gynaecologist and Obstetrician, Mumbai," Saifee Hospital, Mumbai",26,0,0,0,0,0,5
Dr. Mehul Bhansali,Surgical Oncologist, Mumbai," Saifee Hospital, Mumbai",27,0,0,0,0,0,10
Dr. Amar Raghu Narayan G,Cosmetic Surgeon, Hyderabad," Apollo Spectra Hospital, Hyderabad",22,0,0,0,0,0,1
Dr. Shivani Deswal,Pediatric Gastroenterologist, Gurgaon," Medanta - The Medicity, Gurgaon",12,0,0,0,0,0,10
Dr. Harsimran Singh,Orthopaedic and Joint Replacement Surgeon, Mohali," Fortis Hospital, Mohali",15,0,0,0,0,0,3
Dr. T.S Mahant,Cardiac Surgeon, Mohali," Fortis Hospital, Mohali",32,0,0,0,0,0,7
Dr Mala Vijaya Krishnan,Gynaecologist and Obstetrician, Chennai," Vijaya Hospital, Chennai",26,0,0,0,0,0,10
Dr. Vikas chopra,Interventional Cardiologist, New Delhi," Primus Super Speciality Hospital, New Delhi",24,0,0,0,0,0,9
Dr. C. S. Agarwal,Interventional Cardiologist, Gurgaon," Medanta - The Medicity, Gurgaon",30,0,0,0,0,0,8
Dr. Ramen Goel,General Surgeon, Mumbai," New Age Wockhardt Hospital, Mumbai",33,0,0,0,0,0,10
Dr. Viraj Sanghi,Paediatric Neurologist, Mumbai," SRCC Children�s Hospital, Mumbai",14,0,0,0,0,0,3
Dr. Harshvardhan Atreya,Medical Oncologist, Lucknow," Apollo Medics Super Speciality Hospital, Lucknow",15,0,0,0,0,0,2
Dr Kirthi Srinivasan,Medical Gastroenterologist, Chennai," Vijaya Hospital, Chennai",33,0,0,0,0,0,2
Dr. Swathi Gogineni,Gynaecologist and Obstetrician, Hyderabad, Apollo Cradle Maternity & Children's Hospital Jubilee Hills,48,0,0,0,0,0,2
Dr. Nilesh Doctor,Surgical Gastroenterologist, Mumbai,Hepato-Pancreato-Biliary Surgeon,48,0,0,0,0,0,8
Dr. Madhukar Shahi,Interventional Cardiologist, Gurgaon,,27,0,0,0,0,0,10
Dr. Prof. Guru Prasad Sogunuru,Interventional Cardiologist, Chennai," MIOT International, Chennai",20,0,0,0,0,0,7
Dr. Rahul Chakor,Neurologist, Mumbai," Saifee Hospital, Mumbai",23,0,0,0,0,0,1
Dr. Nilesh Maru,Cardiac Surgeon, Navi Mumbai," Reliance Hospitals, Navi Mumbai",17,0,0,0,0,0,4
Dr. Asish Kumar Mandal ,Orthopaedic and Joint Replacement Surgeon, Kolkata,,13,0,0,0,0,0,10
Dr. Bawani Anand,Neurologist, Bangalore,,20,0,0,0,0,0,10
Dr. Shahid Merchant,Interventional Cardiologist, Mumbai," Saifee Hospital, Mumbai",25,0,0,0,0,0,2
Dr. Satyen Mehta,Spine Surgeon, Mumbai," Fortis Hospital, Mulund, Mumbai",17,0,0,0,0,0,5
Dr Boman Dabur,Medical Oncologist, Mumbai," Jaslok Hospital, Mumbai",26,0,0,0,0,0,10
Dr. Chandan Chakraborty,ENT Surgeon, Kolkata," AMRI Hospitals, Saltlake",30,0,0,0,0,0,3
Dr. Sumit Bhushan Sharma,Orthopaedic and Joint Replacement Surgeon, Noida,Hip Surgery,0,0,0,0,0,0,6
Dr. Dev S Roy,ENT Surgeon, Kolkata," AMRI Hospital, Kolkata (Mukundapur)",29,0,0,0,0,0,6
Dr Sathish M. Rao,Nephrologist, Chennai," Vijaya Hospital, Chennai",32,0,0,0,0,0,8
Dr. Sarita Rani Jaiswal,Hematologist, New Delhi,  ,14,0,0,0,0,0,3
Dr. Praveer R. Mathur,Endocrinologist, Hyderabad,,15,0,0,0,0,0,9
Dr Devesh Dholakia,, Mumbai," Jaslok Hospital, Mumbai",26,0,0,0,0,0,5
Dr. Kavita Saxena,General Surgeon, Noida," Fortis Hospital, Noida",29,0,0,0,0,0,9
Dr. Bathi Reddy,ENT Surgeon, Bangalore, Manipal Hospital (Old Airport Road) Bangalore,32,0,0,0,0,0,1
Dr. Vinugopal,Nephrologist, Kerala," Meitra Hospital, Kerala",11,0,0,0,0,0,3
Dr. P S Ashok Kumar,Orthopaedic and Joint Replacement Surgeon, Chennai,Arthoscopy and Sports Medicine,0,0,0,0,0,0,6
Dr. Rajesh Reddy Chenna ,Neurologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",13,0,0,0,0,0,3
Dr S.Muthukkumaran,Cardiac Surgeon, Chennai,", Pediatric Cardiac Surgeon",0,0,0,0,0,0,4
Dr Benjamin Joseph,Paediatric Orthopedecian, Kochi,,36,0,0,0,0,0,3
Dr. Sudeep Sarkar,General Surgeon, Mumbai," Nanavati Super Specialty Hospital, Mumbai",35,0,0,0,0,0,6
Dr. Rachna Singh,Psychiatrist, Gurgaon," Artemis Hospital, Gurgaon",15,0,0,0,0,0,4
Dr. Mohd Faizal Ayub,Endocrinologist, Chennai," Apollo Spectra Hospital, Chennai",14,0,0,0,0,0,7
Dr. Ravi Vemagiri Andrews,Nephrologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",17,0,0,0,0,0,9
Dr. Arvind Shenoi,General Paediatrician, Bangalore,", Neonatologist",0,0,0,0,0,0,4
Dr. Kamal Bachani,Orthopaedic and Joint Replacement Surgeon, New Delhi,Hip Surgery,0,0,0,0,0,0,9
Dr. Santosh Kumar Dora,Interventional Cardiologist, Mumbai," Asian Heart Institute, Mumbai",21,0,0,0,0,0,5
Dr. Vikram Sharma,Neurosurgeon, Hyderabad,,17,0,0,0,0,0,4
Dr. Parneesh Arora ,Interventional Cardiologist, Noida," Fortis Hospital, Noida",21,0,0,0,0,0,4
Dr. Babu MS,ENT Surgeon, Bangalore," Fortis Hospital, Bangalore (Bannerghatta Road)",24,0,0,0,0,0,6
Dr. Sandeepan Mukul,Cosmetic Surgeon, Jaipur, Fortis Escorts Hospital Jaipur,24,0,0,0,0,0,3
Dr. Geet Bajpai ,Nephrologist, New Delhi," Venkateshwar Hospital, New Delhi",11,0,0,0,0,0,3
Dr. Vishwanath BL,, Bangalore," Apollo Speciality Hospital, Jayanagar",17,0,0,0,0,0,5
Dr. Sherly Mathen,Gynaecologist and Obstetrician, Kochi, Aster Medcity Kochi,26,0,0,0,0,0,6
Dr. Sudesh M Phanse,Surgical Oncologist, Mumbai," Nanavati Super Specialty Hospital, Mumbai",31,0,0,0,0,0,6
Dr. Aswini Kumar Panigrahi,Nephrologist, Hyderabad," Apollo Hospitals, Jubilee Hills Hyderabad",16,0,0,0,0,0,5
Dr. Nagamani YS,ENT Surgeon, Bangalore, Apollo Hospital (Bannerghatta Road) Bangalore ,12,0,0,0,0,0,7
Dr. P. N Gupta,Nephrologist, Gurgaon," Paras Hospitals, Gurgaon",22,0,0,0,0,0,9
Dr. Ajeet Jain,Cardiac Surgeon, New Delhi," Primus Super Speciality Hospital, New Delhi",20,0,0,0,0,0,9
Dr. Ankur Nanda,Spine Surgeon, New Delhi," Indian Spinal Injuries Center, New Delhi",15,0,0,0,0,0,2
Dr. Shri Ram Kabra,Nephrologist, Faridabad," Sarvodaya Hospital, Faridabad",13,0,0,0,0,0,5
Dr. Prajesh Bhuta,General Surgeon, Mumbai," Jaslok Hospital, Mumbai",22,0,0,0,0,0,7
Dr Avinash Date,Orthopaedic and Joint Replacement Surgeon, Mumbai,Hip Surgery,0,0,0,0,0,0,4
Dr K V Sathyanarayan ,Endocrinologist, Chennai," Billroth Hospital, Chennai",17,0,0,0,0,0,5
Dr Zaheer Amin Virani,Nephrologist, Mumbai," Global Hospitals, Mumbai",14,0,0,0,0,0,2
Dr. Rahul N.S,Vascular Surgeon, Bangalore," BGS Gleneagles Global Hospitals, Bangalore",17,0,0,0,0,0,10
Dr. Mathangi J.,Radiation Oncologist, Bangalore," BGS Gleneagles Global Hospitals, Bangalore",16,0,0,0,0,0,6
Dr. Manjunath Malige,Endocrinologist, Bangalore, Aster RV Hospital (J P Nagar) Bangalore,20,0,0,0,0,0,7
Dr. Sunil Bichile,Pediatric Hematologist, Mumbai,Hematologist,,0,0,0,0,0,2
Dr Muralidharan Venkatesan,Spine Surgeon, Chennai,Orthopaedic and Joint Replacement Surgeon,0,0,0,0,0,0,4
Dr. Neha Rastogi,Internal Medicine, Gurugram ," Fortis Memorial Research Institute, Gurgaon",10,0,0,0,0,0,3
Dr. Sunil Kumar Dash,Orthopaedic and Joint Replacement Surgeon, Bhubaneswar," AMRI Hospitals, Bhubaneswar",16,0,0,0,0,0,1
Dr. Kunal Bahrani,Neurologist, Faridabad," Asian Institute of Medical Sciences, Faridabad",11,0,0,0,0,0,10
Dr. Gobala Kichenen M,General Surgeon, Chennai," Apollo Hospitals, Tondiarpet",13,0,0,0,0,0,2
Dr. (Wg Cdr) Sapna Raina Retd.,Ophthalmologist, Gurgaon," Centre for Sight Eye Hospital, Sector 29, Gurgaon",13,0,0,0,0,0,4
Dr. Shagun Sood,Ophthalmologist, Gurgaon," Centre for Sight Eye Hospital, Sector 29, Gurgaon",12,0,0,0,0,0,10
Dr. P Harihara Murthy,ENT Surgeon, Gurgaon," Apollo Spectra Hospital, Bangalore",29,0,0,0,0,0,3
Dr. Naresh Kumar Soni,Surgical Oncologist, Jaipur, Fortis Escorts Hospital Jaipur,21,0,0,0,0,0,1
Dr. Satheesh S,Pediatric Cardiologist, Bangalore," Narayana Multispeciality Hospital, Bangalore",22,0,0,0,0,0,3
Dr. Jayashree Nagraj Bhagsi,Gynaecologist and Obstetrician, Bangalore,", Infertility Specialist",0,0,0,0,0,0,10
Dr. Cecilya Mary Majella,Cardiac Surgeon, Chennai," Apollo Spectra Hospital, Chennai",21,0,0,0,0,0,6
Dr. Ranganathan Jothi,Neurosurgeon, Chennai," Vijaya Hospital, Chennai",32,0,0,0,0,0,1
Dr. Yogesh Batra,Medical Gastroenterologist, New Delhi," Indraprastha Apollo Hospital, New Delhi",22,0,0,0,0,0,1
Dr. Aabha Nagral,Medical Gastroenterologist, Mumbai," Jaslok Hospital, Mumbai",20,0,0,0,0,0,7
Dr. Arvind Khurana,Medical Gastroenterologist, New Delhi,Hepato-Pancreato-Biliary Surgeon,20,0,0,0,0,0,10
Dr. Jayateerth W Kulkarni,Orthopaedic and Joint Replacement Surgeon, Bangalore,Arthoscopy and Sports Medicine,0,0,0,0,0,0,1
Dr. Senthilnathan J,Neurologist, Chennai," Fortis Hospital, Vadapalani",16,0,0,0,0,0,8
Dr. Sanjeev Mahajan,Orthopaedic and Joint Replacement Surgeon, Mohali,Arthoscopy and Sports Medicine,16,0,0,0,0,0,9
Dr. Jayashree Nagraj Bhagsi,Gynaecologist and Obstetrician, Bangalore,", Infertility Specialist",0,0,0,0,0,0,2
Dr. Cecilya Mary Majella,Cardiac Surgeon, Chennai," Apollo Spectra Hospital, Chennai",21,0,0,0,0,0,1
Dr. Ranganathan Jothi,Neurosurgeon, Chennai," Vijaya Hospital, Chennai",32,0,0,0,0,0,7
Dr. Yogesh Batra,Medical Gastroenterologist, New Delhi," Indraprastha Apollo Hospital, New Delhi",22,0,0,0,0,0,10
Dr. Aabha Nagral,Medical Gastroenterologist, Mumbai," Jaslok Hospital, Mumbai",20,0,0,0,0,0,8
Dr. Arvind Khurana,Medical Gastroenterologist, New Delhi,Hepato-Pancreato-Biliary Surgeon,20,0,0,0,0,0,6
Dr. Jayateerth W Kulkarni,Orthopaedic and Joint Replacement Surgeon, Bangalore,Arthoscopy and Sports Medicine,0,0,0,0,0,0,5
Dr. Senthilnathan J,Neurologist, Chennai," Fortis Hospital, Vadapalani",16,0,0,0,0,0,10
